date,rj_arrival,rj_price,kr_arrival,kr_price
12/5/2011,250,3750,831,3741
12/6/2011,250.3574182,3750.131823,401,3806.5
12/7/2011,600,4300,66,3869
12/8/2011,700,4250,870,3857
12/9/2011,900,4250,49,3760
12/10/2011,800,4250,454,3806.75
12/11/2011,750,4262.5,454,3806.75
12/12/2011,750,4250,942,3769
12/13/2011,750,4200,2,3870
12/14/2011,800,4200,89,3760
12/15/2011,650,4250,791,3786
12/16/2011,600,4250,40,3080
12/17/2011,650,4250,372.8,3653
12/18/2011,700,4233.333333,372.8,3653
12/19/2011,550,4325,861,3939
12/20/2011,750,4250,2,3856
12/21/2011,600,4225,44,3819
12/22/2011,700,4050,601,3989
12/23/2011,650,4000,42,3889
12/24/2011,600,4100,310,3898.4
12/25/2011,641.6666667,4158.333333,310,3898.4
12/26/2011,660,4125,646,3869
12/27/2011,900,4225,6,3876
12/28/2011,550,4125,51,3939
12/29/2011,500,4250,481,3969
12/30/2011,600,4250,11,3969
12/31/2011,500,4200,239,3924.4
1/1/2012,610,4210,239,3924.4
1/2/2012,650,4200,578,3989
1/3/2012,800,4250,280.25,3966.5
1/4/2012,800,4425,37,3850
1/5/2012,900,4325,865,4029
1/6/2012,700,4275,44,3963
1/7/2012,700,4325,381,3957.75
1/8/2012,758.3333333,4300,381,3957.75
1/9/2012,650,4425,651,4000
1/10/2012,640,4375,399.25,3960.5
1/11/2012,718,4345,520,3997.333333
1/12/2012,720,4350,136,3969
1/13/2012,540,4375,7,4310
1/14/2012,637.5,4381.25,264.6666667,4093
1/15/2012,637.5,4381.25,264.6666667,4093
1/16/2012,633.3333333,4366.666667,909,4229
1/17/2012,510,4300,4,4150
1/18/2012,700,4375,30,3900
1/19/2012,583.3333333,4350,1108,4169
1/20/2012,1000,4300,21,4089
1/21/2012,736.6666667,4325,414.4,4107.4
1/22/2012,736.6666667,4325,414.4,4107.4
1/23/2012,1200,4375,1545,4169
1/24/2012,720,4375,10,4089
1/25/2012,1000,4375,302,4129
1/26/2012,980,4356.25,469.5,4119
1/27/2012,973.3333333,4375,183,4109
1/28/2012,973.3333333,4375,510,4124
1/29/2012,973.3333333,4375,510,4124
1/30/2012,700,4375,1509,4069
1/31/2012,600,4300,2,4085
2/1/2012,750,4300,52,3875
2/2/2012,800,4350,587,4150
2/3/2012,570,4300,40,3639
2/4/2012,790,4325,438,3963.6
2/5/2012,701.6666667,4325,438,3963.6
2/6/2012,780,4350,796,4049
2/7/2012,750,4375,3,3989
2/8/2012,600,4275,18,3850
2/9/2012,610,4300,543,4016
2/10/2012,520,4275,37,4100
2/11/2012,652,4315,279.4,4000.8
2/12/2012,652,4315,279.4,4000.8
2/13/2012,750,4250,896,3939
2/14/2012,720,4300,6,3874
2/15/2012,840,4250,370.5,3982.25
2/16/2012,640,4250,683,3969
2/17/2012,410,4250,53,3860
2/18/2012,410,4275,409.5,3910.5
2/19/2012,628.3333333,4262.5,409.5,3910.5
2/20/2012,604,4265,247.3333333,3901
2/21/2012,700,4250,7,3459
2/22/2012,790,4250,59,3502
2/23/2012,820,4250,888,3869
2/24/2012,620,4250,47,3669
2/25/2012,732.5,4250,250.25,3624.75
2/26/2012,732.5,4250,250.25,3624.75
2/27/2012,620,4225,714,3669
2/28/2012,620,4150,1,3180
2/29/2012,720,4150,32,3350
3/1/2012,700,4150,442,3200
3/2/2012,600,4200,16,3430
3/3/2012,580,4200,241,3365.8
3/4/2012,640,4179.166667,241,3365.8
3/5/2012,644,4170,401,3169
3/6/2012,200,3800,4,3119
3/7/2012,520,4087.5,22,3264
3/8/2012,460,4066.666667,110.75,3245.5
3/9/2012,390,4000,142.3333333,3184
3/10/2012,200,3800,142.3333333,3184
3/11/2012,200,3800,142.3333333,3184
3/12/2012,200,3800,95,3619
3/13/2012,328.3333333,3925.694444,58.5,3441.5
3/14/2012,290,3893.333333,9,3449
3/15/2012,247.5,3850,224,3569
3/16/2012,200,3800,8,3598
3/17/2012,200,3800,84,3558.75
3/18/2012,200,3800,84,3558.75
3/19/2012,140,4000,311,3669
3/20/2012,300,4050,138,3571.25
3/21/2012,400,4000,41,3510
3/22/2012,200,4000,64,3610
3/23/2012,420,4075,398,3819
3/24/2012,120,4100,203.5,3652
3/25/2012,263.3333333,4037.5,203.5,3652
3/26/2012,288,4045,360,3969
3/27/2012,285,4043.75,215.75,3727
3/28/2012,246.6666667,4058.333333,14,3971
3/29/2012,270,4087.5,483,3989
3/30/2012,120,4100,25,3850
3/31/2012,245.5,4062.013889,220.5,3944.75
4/1/2012,241.9333333,4066.916667,220.5,3944.75
4/2/2012,400,4150,818,4119
4/3/2012,350,4175,335,3982.25
4/4/2012,400,4100,442,3986
4/5/2012,383.3333333,4141.666667,816,4019
4/6/2012,383.3333333,4141.666667,817,4069
4/7/2012,383.3333333,4141.666667,817,4069
4/8/2012,383.3333333,4141.666667,817,4069
4/9/2012,800,4100,1127,3989
4/10/2012,400,4100,971.5,4004
4/11/2012,600,4100,22,3774
4/12/2012,600,4100,571,4100
4/13/2012,600,4100,39,3665
4/14/2012,600,4100,439.75,3882
4/15/2012,600,4100,439.75,3882
4/16/2012,400,3950,487,4001
4/17/2012,440,3950,7,3650
4/18/2012,450,3950,12,3895
4/19/2012,430,3950,248,3576
4/20/2012,400,3875,19,3629
4/21/2012,422.5,3931.25,154.6,3750.2
4/22/2012,422.5,3931.25,154.6,3750.2
4/23/2012,300,3850,419,3889
4/24/2012,383.3333333,3891.666667,174.5,3747.25
4/25/2012,210,3925,228.6666667,3698
4/26/2012,303.3333333,3883.333333,95,3569
4/27/2012,240,3925,13,3674
4/28/2012,280,3900,175.6666667,3710.666667
4/29/2012,257.5,3900,175.6666667,3710.666667
4/30/2012,250,4000,295,3860
5/1/2012,245,3937.5,134.3333333,3701
5/2/2012,320,4075,4,3649
5/3/2012,340,4100,194,3850
5/4/2012,360,4200,6,3524
5/5/2012,400,4200,124.75,3720.75
5/6/2012,334,4115,124.75,3720.75
5/7/2012,550,4200,231,3780
5/8/2012,550,4050,108.75,3700.75
5/9/2012,600,4050,18,3864
5/10/2012,492,4140,355,3950
5/11/2012,550,4000,6,2719
5/12/2012,350,4000,152.5,3578.25
5/13/2012,520,4060,152.5,3578.25
5/14/2012,400,3950,290,3780
5/15/2012,500,3925,167.25,3578.25
5/16/2012,350,3825,1,3744
5/17/2012,350,3900,195,3850
5/18/2012,300,3975,162,3791.333333
5/19/2012,280,4000,162,3791.333333
5/20/2012,363.3333333,3929.166667,162,3791.333333
5/21/2012,356,3925,219,3789
5/22/2012,360,3875,4,3264
5/23/2012,270,3800,20,2876
5/24/2012,400,3675,172,3750
5/25/2012,350,3750,3,3529
5/26/2012,400,3700,83.6,3441.6
5/27/2012,356,3760,83.6,3441.6
5/28/2012,356,3760,182,3680
5/29/2012,250,3850,94.25,3458.75
5/30/2012,350,3900,15,3560
5/31/2012,337.5,3800,39,3780
6/1/2012,333.3333333,3816.666667,19,3729
6/2/2012,280,3750,63.75,3687.25
6/3/2012,293.3333333,3833.333333,63.75,3687.25
6/4/2012,450,3650,111,3790
6/5/2012,360,3766.666667,6,3500
6/6/2012,320,3650,43.75,3699.75
6/7/2012,350,3683.333333,76,3790
6/8/2012,420,3800,64.33333333,3693.333333
6/9/2012,390,3750,64.33333333,3693.333333
6/10/2012,395,3712.5,64.33333333,3693.333333
6/11/2012,350,3625,79,3850
6/12/2012,345,3700,77.5,3820
6/13/2012,335,3700,77.5,3820
6/14/2012,90,3750,41,3650
6/15/2012,105,3800,60,3750
6/16/2012,110,3775,60,3750
6/17/2012,222.5,3725,60,3750
6/18/2012,315,3800,38,3549
6/19/2012,191,3765,39.5,3599.5
6/20/2012,105,4000,39.5,3599.5
6/21/2012,158.75,3843.75,31,3850
6/22/2012,280,3875,34.5,3699.5
6/23/2012,233.3333333,3891.666667,34.5,3699.5
6/24/2012,233.3333333,3891.666667,34.5,3699.5
6/25/2012,105,3950,43,3494
6/26/2012,79.5,3925,37,3672
6/27/2012,110,3900,37,3672
6/28/2012,97.5,4000,70,4469
6/29/2012,92.5,4100,4,2979
6/30/2012,96.9,3975,39,3647.333333
7/1/2012,96.9,3975,39,3647.333333
7/2/2012,88,4050,107,4349
7/3/2012,80,4100,60.33333333,3932.333333
7/4/2012,72,4100,60.33333333,3932.333333
7/5/2012,83.125,4087.5,54,4434
7/6/2012,80,4083.333333,80.5,4391.5
7/7/2012,80,4083.333333,80.5,4391.5
7/8/2012,80,4083.333333,80.5,4391.5
7/9/2012,76,4100,34,4050
7/10/2012,72,4100,44,4242
7/11/2012,78.52083333,4089.583333,44,4242
7/12/2012,77.6,4090,78,5269
7/13/2012,77,4091.666667,56,4659.5
7/14/2012,76,4094.444444,56,4659.5
7/15/2012,74,4100,56,4659.5
7/16/2012,58.7,4550,73,4612
7/17/2012,58.7,4550,1,5019
7/18/2012,58.7,4550,50.66666667,4966.666667
7/19/2012,105,4500,71,4810
7/20/2012,84,4750,48.33333333,4813.666667
7/21/2012,82.5,4600,48.33333333,4813.666667
7/22/2012,82.55,4600,48.33333333,4813.666667
7/23/2012,83.4,4750,19,5250
7/24/2012,103.8,4625,45,5030
7/25/2012,91.74,4645,45,5030
7/26/2012,98,4625,19,5250
7/27/2012,51.9,4625,19,5250
7/28/2012,84.275,4656.25,19,5250
7/29/2012,84.275,4656.25,19,5250
7/30/2012,64.6,4650,188,4445
7/31/2012,52.6,4600,188,4445
8/1/2012,66.775,4625,188,4445
8/2/2012,56.36666667,4625,167,4500
8/3/2012,70,4550,177.5,4472.5
8/4/2012,140,4550,177.5,4472.5
8/5/2012,81.8,4587.5,177.5,4472.5
8/6/2012,90,4550,238,4450
8/7/2012,75,4700,202.5,4475
8/8/2012,93.75,4587.5,202.5,4475
8/9/2012,93.75,4587.5,75,4909
8/10/2012,101.6666667,4600,156.5,4679.5
8/11/2012,82.5,4625,156.5,4679.5
8/12/2012,82.5,4625,156.5,4679.5
8/13/2012,75,4700,80,5439
8/14/2012,88.19444444,4620.833333,77.5,5174
8/15/2012,87.08333333,4627.5,77.5,5174
8/16/2012,53,4700,51,3990
8/17/2012,53,4700,65.5,4714.5
8/18/2012,40,4700,65.5,4714.5
8/19/2012,46.5,4700,65.5,4714.5
8/20/2012,70,4775,51,3990
8/21/2012,60,4800,51,3990
8/22/2012,62.5,4675,51,3990
8/23/2012,65,4725,413,4980
8/24/2012,80,4625,413,4980
8/25/2012,67.5,4720,413,4980
8/26/2012,67.5,4720,413,4980
8/27/2012,45,4600,253,3995
8/28/2012,60,4650,333,4487.5
8/29/2012,70,4550,333,4487.5
8/30/2012,70,4550,206,4340
8/31/2012,61.25,4587.5,229.5,4167.5
9/1/2012,50,4500,229.5,4167.5
9/2/2012,59,4570,229.5,4167.5
9/3/2012,62.5,4562.5,264,4650
9/4/2012,55,4300,235,4495
9/5/2012,22,4300,1,4634
9/6/2012,43,4275,227,4706
9/7/2012,64,4250,164,4663.333333
9/8/2012,32,4300,164,4663.333333
9/9/2012,43.2,4285,164,4663.333333
9/10/2012,41,4300,350,4380
9/11/2012,35,4325,2,3813
9/12/2012,21,4225,2,4229
9/13/2012,61,4200,183,3889
9/14/2012,82,4175,134.25,4077.75
9/15/2012,24,4200,134.25,4077.75
9/16/2012,44,4237.5,134.25,4077.75
9/17/2012,44.6,4225,506,3443
9/18/2012,54,4250,230.3333333,3853.666667
9/19/2012,75,4500,344.5,3666
9/20/2012,58.75,4281.25,27,4350
9/21/2012,83,4250,266.5,3896.5
9/22/2012,121,4125,266.5,3896.5
9/23/2012,83.25,4281.25,266.5,3896.5
9/24/2012,83.25,4281.25,475,3584
9/25/2012,93,4291.666667,1,3209
9/26/2012,102,4187.5,167.6666667,3714.333333
9/27/2012,102,4187.5,505,3497
9/28/2012,121,4125,2,3509
9/29/2012,97.41666667,4225.694444,245.75,3449.75
9/30/2012,100.25,4214.583333,245.75,3449.75
10/1/2012,104.5,4197.916667,360,3215
10/2/2012,108.3333333,4166.666667,289,3407
10/3/2012,111.5,4156.25,8,3950
10/4/2012,121,4125,321,3650
10/5/2012,107.1666667,4181.018519,229.6666667,3605
10/6/2012,109.1166667,4172.083333,229.6666667,3605
10/7/2012,111.3333333,4161.458333,229.6666667,3605
10/8/2012,113.6111111,4149.305556,543,3950
10/9/2012,116.25,4140.625,3,3709
10/10/2012,121,4125,289,3769.666667
10/11/2012,113.0796296,4154.915123,446,4097
10/12/2012,114.2622222,4149.694444,10,3750
10/13/2012,115.5486111,4144.097222,250.5,3876.5
10/14/2012,116.9537037,4138.310185,250.5,3876.5
10/15/2012,118.625,4132.8125,153,3852
10/16/2012,121,4125,20,3769
10/17/2012,116.5781944,4140.804913,36,3750
10/18/2012,117.2779074,4137.98287,496,4130
10/19/2012,118.0318287,4135.054977,110,3124
10/20/2012,118.8595679,4132.040895,165.5,3693.25
10/21/2012,119.8125,4128.90625,165.5,3693.25
10/22/2012,121,4125,165.5,3693.25
10/23/2012,118.5933331,4133.298317,214,3668
10/24/2012,118.9963608,4131.796998,303,3627
10/25/2012,119.4259742,4130.25053,110,3124
10/26/2012,119.8906893,4128.649048,187.25,3583.125
10/27/2012,240,4275,191.6,3561.1
10/28/2012,240,4275,198.125,3528.0625
10/29/2012,240,4275,209,3473
10/30/2012,420,4275,14,4389
10/31/2012,330,4275,28,4250
11/1/2012,440,4275,21,4319.5
11/2/2012,366.6666667,4275,21,4319.5
11/3/2012,430,4275,21,4319.5
11/4/2012,430,4275,21,4319.5
11/5/2012,430,4275,516,4350
11/6/2012,440,4275,272,4300
11/7/2012,440,4275,7,3404
11/8/2012,422.7777778,4275,526,4300
11/9/2012,434,4275,34,4250
11/10/2012,435,4275,270.75,4076
11/11/2012,436.6666667,4275,270.75,4076
11/12/2012,440,4275,618,4260
11/13/2012,440,4275,296.25,4053.5
11/14/2012,434.7407407,4275,332,4250
11/15/2012,437.1333333,4275,328,4253.333333
11/16/2012,437.9166667,4275,16,4050
11/17/2012,438.8888889,4275,322,4186.666667
11/18/2012,440,4275,322,4186.666667
11/19/2012,440,4275,11,3124
11/20/2012,220,4375,1,4050
11/21/2012,240,4250,12,3950
11/22/2012,240,4200,652,4150
11/23/2012,233.3333333,4275,9,4343
11/24/2012,240,4250,137,3923.4
11/25/2012,235,4268.75,137,3923.4
11/26/2012,260,4250,703,3950
11/27/2012,300,4150,344,4098.25
11/28/2012,260,4212.5,19,3749
11/29/2012,160,4250,621,4150
11/30/2012,240,4225,16,3924
12/1/2012,160,4250,339.75,3943.25
12/2/2012,220,4225,339.75,3943.25
12/3/2012,162.5,4250,878,4150
12/4/2012,167.5,4250,1,4020
12/5/2012,165,4225,6,4050
12/6/2012,167.5,4200,521,3950
12/7/2012,155,4225,28,4950
12/8/2012,125,4225,286.8,4224
12/9/2012,157.0833333,4229.166667,286.8,4224
12/10/2012,130,4250,874,4050
12/11/2012,135,4275,1,4111
12/12/2012,147.5,4275,22,4069
12/13/2012,138.5,4250,571,4150
12/14/2012,150,4325,108,3174
12/15/2012,200,4325,315.2,3910.8
12/16/2012,152.5,4290,315.2,3910.8
12/17/2012,450,4275,664,4050
12/18/2012,430,4275,341.25,3860.75
12/19/2012,250,4275,9,4050
12/20/2012,296,4295,560,3980
12/21/2012,135,4325,58,4680
12/22/2012,230,4275,322.75,4190
12/23/2012,299,4285,322.75,4190
12/24/2012,500,4200,615,4150
12/25/2012,400,4250,310.5,4215
12/26/2012,316.25,4262.5,5,4069
12/27/2012,320,4100,433,3615
12/28/2012,350,4125,62,4047
12/29/2012,392.5,4168.75,278.75,3970.25
12/30/2012,392.5,4168.75,278.75,3970.25
12/31/2012,420,4200,394,4068
1/1/2013,480,4250,3,4100
1/2/2013,485,4250,16,3324
1/3/2013,470,4250,423,4050
1/4/2013,480,4250,162,4950
1/5/2013,467,4240,199.6,4098.4
1/6/2013,467,4240,199.6,4098.4
1/7/2013,475,4200,610,4180
1/8/2013,506,4150,302.75,4126
1/9/2013,468,4200,40,3679
1/10/2013,457,4250,502,4080
1/11/2013,476.5,4200,6,4038
1/12/2013,483,4200,289.5,3994.25
1/13/2013,477.8,4200,289.5,3994.25
1/14/2013,478.5,4200,182.6666667,3932.333333
1/15/2013,446,4150,182.6666667,3932.333333
1/16/2013,465,4200,15,4111
1/17/2013,486,4225,706,4150
1/18/2013,471,4150,55,4250
1/19/2013,480,4250,258.6666667,4170.333333
1/20/2013,469.6,4195,258.6666667,4170.333333
1/21/2013,486,4200,770,4150
1/22/2013,464,4150,386.5,4165.25
1/23/2013,40,4175,10,3980
1/24/2013,640,4150,488,4010
1/25/2013,478,4250,422.6666667,4046.666667
1/26/2013,421.6,4185,422.6666667,4046.666667
1/27/2013,421.6,4185,422.6666667,4046.666667
1/28/2013,502,4200,387,4750
1/29/2013,468,4250,295,4246.666667
1/30/2013,476,4250,437.5,4380
1/31/2013,440,4200,70,4050
2/1/2013,471.5,4225,40,5010
2/2/2013,408,4150,165.6666667,4603.333333
2/3/2013,458.8,4210,165.6666667,4603.333333
2/4/2013,421,4200,517,4050
2/5/2013,403,4225,209,4370
2/6/2013,381,4150,9,4080
2/7/2013,393,4150,360,4050
2/8/2013,390,4175,238,4029
2/9/2013,420,4200,281,4052.25
2/10/2013,401.3333333,4183.333333,281,4052.25
2/11/2013,397.4,4180,415,4050
2/12/2013,340,4200,255.5,4052.25
2/13/2013,385.75,4181.25,11,4087
2/14/2013,383.3333333,4191.666667,459,4050
2/15/2013,210,4200,160,4050
2/16/2013,255,4250,261.25,4059.25
2/17/2013,268.3333333,4216.666667,261.25,4059.25
2/18/2013,300,4450,714,4080
2/19/2013,200,4500,336,4066.75
2/20/2013,240,4525,3,4080
2/21/2013,200,4525,409,4140
2/22/2013,260,4600,311,4563
2/23/2013,210,4800,359.25,4215.75
2/24/2013,235,4566.666667,359.25,4215.75
2/25/2013,225,4800,914,4250
2/26/2013,195,4750,2,4193
2/27/2013,218,4695,6,4319
2/28/2013,360,4750,516,4280
3/1/2013,910,4900,639,4250
3/2/2013,450,4800,415.4,4258.4
3/3/2013,428,4800,415.4,4258.4
3/4/2013,350,4600,830,4410
3/5/2013,495,4700,2,4350
3/6/2013,400,4750,63,4319
3/7/2013,420,4625,383.5,4332.25
3/8/2013,440,4650,212,4500
3/9/2013,380,4750,276.75,4394.75
3/10/2013,414.1666667,4679.166667,276.75,4394.75
3/11/2013,310,4750,266,4450
3/12/2013,310,4600,3,4534
3/13/2013,350,4500,44,4750
3/14/2013,340,4600,1027,4641
3/15/2013,338,4640,26,4622
3/16/2013,325,4850,273.2,4599.4
3/17/2013,327,4660,273.2,4599.4
3/18/2013,315,4550,761,4713
3/19/2013,250,4650,464.5,4681.5
3/20/2013,260,4600,7,4750
3/21/2013,225,4600,654,4780
3/22/2013,320,4675,61,4750
3/23/2013,120,4575,370.75,4748.25
3/24/2013,248.3333333,4608.333333,370.75,4748.25
3/25/2013,235,4620,885,4581
3/26/2013,231.25,4612.5,401.75,4715.25
3/27/2013,221.6666667,4616.666667,5,4570
3/28/2013,220,4625,431,4710
3/29/2013,120,4575,440.3333333,4620.333333
3/30/2013,212.7083333,4609.583333,440.3333333,4620.333333
3/31/2013,205.5833333,4609.833333,440.3333333,4620.333333
4/1/2013,198.2291667,4607.291667,520,4750
4/2/2013,187.2222222,4605.555556,2,4529
4/3/2013,160,4900,5,4656
4/4/2013,205,4825,368,4900
4/5/2013,231,4775,43,4750
4/6/2013,198.6666667,4833.333333,187.6,4717
4/7/2013,198.6666667,4833.333333,187.6,4717
4/8/2013,198.6666667,4833.333333,431,4950
4/9/2013,210,4900,1,4489
4/10/2013,215.3333333,4833.333333,210.75,4772.25
4/11/2013,205,5000,418,4693
4/12/2013,270,4950,283.3333333,4710.666667
4/13/2013,240,4900,283.3333333,4710.666667
4/14/2013,231.25,4937.5,283.3333333,4710.666667
4/15/2013,235,4825,244,4890
4/16/2013,241,4825,331,4791.5
4/17/2013,231,4800,3,4880
4/18/2013,243.4,4860,177,4980
4/19/2013,236.75,4837.5,2,4519
4/20/2013,235.6666667,4816.666667,106.5,4817.25
4/21/2013,235.6666667,4816.666667,106.5,4817.25
4/22/2013,236,4812.5,185,4530
4/23/2013,85,4725,91.75,4727.25
4/24/2013,175,4800,5,4595
4/25/2013,130,4762.5,64,4548
4/26/2013,245,4750,22,4191
4/27/2013,125,4800,70.66666667,4438.666667
4/28/2013,157.5,4768.75,70.66666667,4438.666667
4/29/2013,145,4800,79,4370
4/30/2013,150,4800,35.33333333,4385.333333
5/1/2013,166.25,4787.5,50.5,4280.5
5/2/2013,105,4750,111,3416
5/3/2013,120,4800,2,4120
5/4/2013,140,4775,64,3968.666667
5/5/2013,132,4785,64,3968.666667
5/6/2013,150,4775,56.5,3768
5/7/2013,82,4800,56.5,3768
5/8/2013,143,4775,56.5,3768
5/9/2013,145,4775,53,4455
5/10/2013,89,4775,5,4124
5/11/2013,88,4750,29,4289.5
5/12/2013,116.1666667,4775,29,4289.5
5/13/2013,109.4,4775,29,4289.5
5/14/2013,82,4800,29,4289.5
5/15/2013,101,4775,3,4055
5/16/2013,135,4675,98,4421
5/17/2013,80,4650,50.5,4238
5/18/2013,63,4700,50.5,4238
5/19/2013,90,4706.25,50.5,4238
5/20/2013,123,4700,56,3650
5/21/2013,115,4625,52.33333333,4042
5/22/2013,120,4675,77,4035.5
5/23/2013,121,4600,43,4585
5/24/2013,162,4675,81,4100
5/25/2013,123,4625,60,4111.666667
5/26/2013,127.3333333,4650,60,4111.666667
5/27/2013,170,4675,40,4664
5/28/2013,118,4650,54.66666667,4449.666667
5/29/2013,125,4700,54.66666667,4449.666667
5/30/2013,80,4650,31,4568
5/31/2013,85,4625,273,4739
6/1/2013,83,4700,114.6666667,4657
6/2/2013,110.1666667,4666.666667,114.6666667,4657
6/3/2013,80,4625,51,4421
6/4/2013,68,4700,118.3333333,4576
6/5/2013,83,4700,118.3333333,4576
6/6/2013,84,4750,20,4758
6/7/2013,65,4700,35.5,4589.5
6/8/2013,76,4695,35.5,4589.5
6/9/2013,76,4695,35.5,4589.5
6/10/2013,75,4712.5,36,4770
6/11/2013,77.33333333,4716.666667,28,4764
6/12/2013,74.5,4725,28,4764
6/13/2013,65,4700,14,4910
6/14/2013,73.97222222,4707.361111,150,4810
6/15/2013,73.56666667,4709.833333,66.66666667,4830
6/16/2013,72.95833333,4713.541667,66.66666667,4830
6/17/2013,72.27777778,4713.888889,27,4733
6/18/2013,69.75,4712.5,63.66666667,4817.666667
6/19/2013,65,4700,63.66666667,4817.666667
6/20/2013,71.25416667,4709.520833,15,4982
6/21/2013,70.71055556,4709.952778,21,4857.5
6/22/2013,69.99652778,4709.982639,21,4857.5
6/23/2013,69.00925926,4708.796296,21,4857.5
6/24/2013,67.375,4706.25,38,4850
6/25/2013,65,4700,3,4829
6/26/2013,130,5225,18.66666667,4887
6/27/2013,120,5200,14,4643
6/28/2013,126,5250,172,5150
6/29/2013,55,5150,56.75,4868
6/30/2013,107.75,5206.25,56.75,4868
7/1/2013,65,5175,58,4922
7/2/2013,55,5250,81.33333333,4905
7/3/2013,60,5225,81.33333333,4905
7/4/2013,70,5175,15,4990
7/5/2013,35,5250,1,5170
7/6/2013,40,5250,24.66666667,5027.333333
7/7/2013,54.16666667,5220.833333,24.66666667,5027.333333
7/8/2013,55,5125,69,4932
7/9/2013,52,5205,28.33333333,5030.666667
7/10/2013,50,5200,1,4713
7/11/2013,60,5300,50,5020
7/12/2013,50,5250,40,4888.333333
7/13/2013,45,5350,40,4888.333333
7/14/2013,52.5,5256.25,40,4888.333333
7/15/2013,62.5,5175,77,4950
7/16/2013,55,5250,42.66666667,4894.333333
7/17/2013,45,5175,63.5,4985
7/18/2013,40,5150,43,4894
7/19/2013,35,5175,21,5000
7/20/2013,27.5,5000,47,4948
7/21/2013,44.16666667,5154.166667,47,4948
7/22/2013,37.5,5050,95,4824
7/23/2013,45,5100,53,4906
7/24/2013,65,5100,53,4906
7/25/2013,45,5075,57,4626
7/26/2013,15,4700,76,4725
7/27/2013,45,5125,76,4725
7/28/2013,42.08333333,5025,76,4725
7/29/2013,30,5075,139,4598
7/30/2013,10,5050,98,4612
7/31/2013,35,5050,98,4612
8/1/2013,10.1,5025,38,4850
8/2/2013,8,5125,23,4909
8/3/2013,0.5,4825,66.66666667,4785.666667
8/4/2013,15.6,5025,66.66666667,4785.666667
8/5/2013,32.5,5050,227,4950
8/6/2013,17.22,5015,96,4903
8/7/2013,12.775,5006.25,6,4309
8/8/2013,13.66666667,5000,161,4541
8/9/2013,16.5,4937.5,131.3333333,4600
8/10/2013,65,5575,131.3333333,4600
8/11/2013,48.75,5312.5,131.3333333,4600
8/12/2013,65,5575,163,4510
8/13/2013,65,5575,1,3313
8/14/2013,100.5,5500,6,4634
8/15/2013,82.75,5537.5,56.66666667,4152.333333
8/16/2013,35.5,5875,5,4011
8/17/2013,82.5,5875,43.75,4117
8/18/2013,72.83333333,5750,43.75,4117
8/19/2013,60.5,5525,453,5083
8/20/2013,69.75,5693.75,154.6666667,4576
8/21/2013,62.5,5500,229,4547
8/22/2013,50.5,5500,244,5250
8/23/2013,40,5625,348.5,5166.5
8/24/2013,53.375,5537.5,348.5,5166.5
8/25/2013,53.375,5537.5,348.5,5166.5
8/26/2013,51,5541.666667,320,5760
8/27/2013,51,5541.666667,282,5505
8/28/2013,45.25,5562.5,282,5505
8/29/2013,40,5625,171,5531
8/30/2013,49,5557.638889,3,4800
8/31/2013,48.125,5561.666667,164.6666667,5363.666667
9/1/2013,46.8125,5567.708333,164.6666667,5363.666667
9/2/2013,5,6200,300,5876
9/3/2013,11,5500,158,5402.333333
9/4/2013,25,5500,158,5402.333333
9/5/2013,13.66666667,5733.333333,286,5549
9/6/2013,50,5750,29,5157
9/7/2013,60,5900,205,5527.333333
9/8/2013,30.2,5770,205,5527.333333
9/9/2013,30,6000,157.5,5353
9/10/2013,18,6050,157.5,5353
9/11/2013,24,5625,157.5,5353
9/12/2013,20,5600,331,5320
9/13/2013,30.4,5835,331,5320
9/14/2013,8.5,6050,331,5320
9/15/2013,20.1,5865,331,5320
9/16/2013,22,5900,347,5055
9/17/2013,26,5900,339,5187.5
9/18/2013,23,5750,339,5187.5
9/19/2013,38,6050,177,5028
9/20/2013,24,6050,43,5859
9/21/2013,26.6,5930,189,5314
9/22/2013,26.6,5930,189,5314
9/23/2013,24,5900,255,5029
9/24/2013,30,5850,158.3333333,5305.333333
9/25/2013,53.5,6000,158.3333333,5305.333333
9/26/2013,32.875,5950,206,5010
9/27/2013,35.83333333,5916.666667,230.5,5019.5
9/28/2013,35.83333333,5916.666667,230.5,5019.5
9/29/2013,35.83333333,5916.666667,230.5,5019.5
9/30/2013,41.75,5925,391,5139
10/1/2013,82,6000,298.5,5074.5
10/2/2013,82,6000,298.5,5074.5
10/3/2013,82,6000,272,5339
10/4/2013,82,6000,331.5,5239
10/5/2013,82,6000,331.5,5239
10/6/2013,82,6000,331.5,5239
10/7/2013,700,5750,272,5339
10/8/2013,705,5500,9,2096
10/9/2013,600,5000,9,5350
10/10/2013,500,5000,582,5280
10/11/2013,360,5000,19,5169
10/12/2013,573,5250,154.75,4473.75
10/13/2013,573,5250,154.75,4473.75
10/14/2013,541.25,5125,154.75,4473.75
10/15/2013,486.6666667,5000,203.3333333,5266.333333
10/16/2013,430,5000,300.5,5224.5
10/17/2013,620,4750,827,5250
10/18/2013,1100,4750,827,5250
10/19/2013,500,4750,827,5250
10/20/2013,740,4750,827,5250
10/21/2013,700,4750,1108,4950
10/22/2013,650,4750,1,4559
10/23/2013,600,4750,12,4699
10/24/2013,800,4750,355,3840
10/25/2013,820,4750,60,4909
10/26/2013,450,4750,307.2,4591.4
10/27/2013,670,4750,307.2,4591.4
